comment,rate,created_at,operator_name
I would not use Mekong Express Mini again. If the person in front of you reclined there chair there was no room for your legs. You physically would not be able to sit in your chair. Luckily I had a spare seat next to me so I could move ,3.4,2017-02-21 14:14:43 UTC,Mekong Express
Fantastic and relaxed ride!!,5,2017-02-21 14:32:06 UTC,CamPost
It's been a good experience for first timer like me. The services are tiptop. They also provide complimentary mineral water. The driver bus will exchange at every stop. The bed has enough space. Very good.,5,2017-02-22 10:04:19 UTC,Seila Angkor Khmer Express
"This trip is last time er do that
Expencive
NOT punktuallity
Ni service
Awfull sittingroom
Next time Will it ve by buss( Giantibis very god and cheap)",1,2017-02-22 10:05:51 UTC,Mekong Explore
Perfect. Next to an hour faster than expected!,4.8,2017-02-22 10:33:52 UTC,CamPost
,4,2017-02-22 10:35:22 UTC,PSD Xpress
wonderful transportation - good job ,5,2017-02-22 12:07:58 UTC,Mekong Express
"We used the same company from Bangkok to Siem Reap and the return trip. Both occasions we had the best service, very comfortable drive and close assistance at the borders. Very happy and thank you and your fine staff.",5,2017-02-22 14:02:58 UTC,Nattakan
"The minivan was spacious, clean, and a nice ride. Bumpy, but that's the road, not the company. Wifi was advertised but did not work. This is a minor and unimportant complaint but that's the only one I have. Everything else was great!",5,2017-02-23 03:43:43 UTC,Mekong Express
,2,2017-02-23 11:05:02 UTC,Mekong Express
There was no bus at 8:30. We were lucky that free seats were on the 9:00 bus. Otherwise we probably had no bus at all. Furthermore bookmebus Support gave me wrong advise that there would be an ATM at the border in cambodia but there is no :( never again,2.2,2017-02-23 13:00:20 UTC,Nattakan
"Excellent service and a fun, fast crossing over bumpy seas. Everyone had fun!",5,2017-02-24 02:19:27 UTC,Speed Ferry Cambodia
"The journey was ok, except the trip took a lot longer than expected.",3.8,2017-02-24 07:40:27 UTC,Nattakan
Generally very good however there were big baskets of greenery put in front of my seat and they were covered in bugs that have left me with incredibly sore and swollen bites - really not good!,3.4,2017-02-24 10:15:09 UTC,Phnom Penh Sorya
Generally very good however there were big baskets of greenery put in front of my seat and they were covered in bugs that have left me with incredibly sore and swollen bites - really not good!,3.4,2017-02-24 10:15:20 UTC,Phnom Penh Sorya
"Driver was a bit agressive against weaker vehicles, eg motorbikes, but maybe this the way it is in Cambodia.",4.2,2017-02-24 12:19:44 UTC,Mekong Express
"Excellent and pleasant journey to Siem Reap. Driver on time for Pick-up at hotel. We left at 8.00 AM from Phnom Penh as excepted. Many stops on the way. We did the travel in 5.30 hours, with air-conditioning and 1 bottle of water offered. I recommand ",5,2017-02-24 14:02:39 UTC,CamPost
"Instead of the 16 hrs they told us, it took 26 hrs to get from sihanoukville to bangkok. People loose flights because of the delay, and from what we herd it is always like that and they lie you in your face when you ask 10 times and they tell you just 16h",1.8,2017-02-25 04:25:52 UTC,Virak Buntham Old
"Booked two front row seats. Received email just before departure saying they put is in the back. Didn't even get those seats as boarding was chaotic, they were just shoving people into the van. ",1.4,2017-02-25 06:01:19 UTC,CTT Transportation
The drive was good shuttle was clean and new the driver was a little to fast at times and didn't care for picking up his friends along the way but other than that it was well worth the money. I would use again for sure ,4.2,2017-02-25 10:04:59 UTC,Thy Socheata (T.C.T.) Express
"ac was not very good
the places in the last line for 5 people too small",4,2017-02-25 10:32:09 UTC,Mekong Express
"The windows were NOT transparent, so if it was raining or too cold and you HAD to sit inside it would have been a NIGHTMARE and a DISASTER. 
Luckily it was a nice day and we sat on the roof for the whole journey. 
",2.8,2017-02-25 10:38:29 UTC,Mekong Explore
Great service helpful at customs arrived in good time,5,2017-02-25 10:39:51 UTC,Nattakan
"Comfort was not good, A/C worked but still it was quite hot in the van, for inpunctuality the traffic was guilty, not the company. pick up service went well. I would prefer to spend a dollar more and go with service bus which includes water, working WIFI.",2.6,2017-02-25 10:46:43 UTC,CTT Transportation
"comfortable, big bus, good A/C, functioning WIFI + plugs for charging, a little late but because of the traffic, not companies fault.. includes snack + water - best service for the price. nice stop for toilet + food.",4.6,2017-02-25 10:48:35 UTC,PSD Xpress
,5,2017-02-25 11:01:08 UTC,Thy Socheata (T.C.T.) Express
"Overall it was satisfactory. We left 30 minutes late and waited another 30 for our little rice meals. Also, it seemed like people we smoking on the bus or in the bathroom. We had little direction at the border. I'd rate the experience 7/10. It was fine. ",3.6,2017-02-25 11:58:43 UTC,Nattakan
,4,2017-02-25 12:31:54 UTC,CamPost
,4.2,2017-02-25 12:35:24 UTC,CamPost
"Driver dont give me password from wifi. Bus arrived to Bangkok about 2.00 pm, not 11.30 am!!!",2.4,2017-02-25 12:59:55 UTC,Mekong Express
"This is really nice company. You get drinks and snacks and a warm meal. Make 2-3 stops. Driver and the waiter very nice, friendly. Helps u with the visa process (if u don't have a e-visa). Seats are comfy for a ""standard bus"". All in all very cool trip.",5,2017-02-25 16:57:08 UTC,Nattakan
Bus is on time and very kind Inspector.  Driver is always yelling when he talks. Bus is not in good condition because its noisy. Very hot A/C. We arrived in Bangkok 4hours early.,4,2017-02-26 10:46:09 UTC,Nattakan
"Everything Well organized! Perfect on time, busses could get an update for more comfort. ",3.8,2017-02-26 15:49:47 UTC,Nattakan
,2.6,2017-02-26 16:00:51 UTC,Mekong Express
"This was an excellent service at a very reasonable price.  The driver drove safely, the postal van was clean and we arrived on time.  I would use this service again should I return to Cambodia.",5,2017-02-27 00:43:43 UTC,CamPost
"I think Noch is super helpful. He booked the awesome seats for me and was being helpful when I postponed my schedule. 
Thanks for that! ",4.6,2017-02-27 04:32:54 UTC,Nattakan
"Nothing worked. I would like to get my money back. I will not recommend this company for anyone.
",1,2017-02-27 08:49:15 UTC,Virak Buntham Old
Good driver buy old seat. Drop off wrong location. Departure not on time.,2.4,2017-02-27 13:51:13 UTC,Virak Buntham Old
"Had to wait for maybe 45 min on the Vietnamese side for driver. Guy who received us in Ha Tien, and checked our ferry tickets, tried to scam us into exchanging dollars for Dong. Claiming no cab would take Usd on island. All cabs take usd, atms in town. ",2.4,2017-02-28 02:34:37 UTC,Mekong Explore
"Perfect journey, can't find anything at all to fault. Would go again.",5,2017-02-28 04:12:45 UTC,Larryta Bus
Thé travel Waze very good but we never receive our confirmation of réservation and we never arrive to join your office during the weekend before our travel ,4,2017-02-28 10:09:04 UTC,Mekong Explore
"The driver to Battambang was speeding, more than allowed. Even when driving through villages he was speeding. He was overtaking, even there was traffic coming from front. VERY DANGEROUS! Driver was using the horn to scar slower drivers away. DANGEROUS!!!!",1.6,2017-02-28 10:50:11 UTC,Cambolink21 Express
Van went a different way through Kampot without informing passengers. Many stops in-between. Delayed arrival to destination.,3.2,2017-02-28 10:56:24 UTC,CTT Transportation
Minivan interior a litlle bit tired. Air conditioning a bit hot. But the journey was ok,3.6,2017-02-28 13:02:33 UTC,Kim Seng Express
All perfect as usual. Nothing to say.,5,2017-02-28 13:03:38 UTC,CamPost
"Would highly recommend it. Cheap, comfy, enough stops, meet people, quick  ",5,2017-02-28 13:40:11 UTC,CamPost
"Would highly recommend it. Cheap, comfy, enough stops, meet people, quick  ",5,2017-02-28 13:41:44 UTC,CamPost
,5,2017-02-28 13:47:19 UTC,Virak Buntham Old
,5,2017-03-01 11:03:07 UTC,Nattakan
highly recommended. used them twice,4.6,2017-03-01 14:27:26 UTC,CamPost
"Realy hott with No aircondition. The seats so small, that You have your schoulders in the Face of your neighbor. And surprise, we are travelling with bags, so Maybe there Schould be a Place for it. Oh, and the driver thought he is Driving a Racing car",1.8,2017-03-01 16:01:23 UTC,CTT Transportation
"Great driver, kind and considerate. 2 stops enroute to break up the 6 hour journey. Excellent overall ",5,2017-03-02 10:54:00 UTC,CamPost
Very good service of Mekong Express bus,3.8,2017-03-03 11:01:06 UTC,Mekong Express
"Nice staff, helped with the visa process and everything. Recommended!",3.8,2017-03-04 10:13:03 UTC,Nattakan
"Was a very comfortable, safe and fast service. Staff people frinedly and kind. With two stops on the way. Good travel abd good driver. I would strongly reccomanded to use your van service! ",5,2017-03-04 12:09:46 UTC,Larryta Bus
Positive experience. Very comfortable seating with plenty of leg room. Two stops enroute were well timed for rest breaks. I will most certainly use this transportation service in the future.Thank you!,4.8,2017-03-04 12:43:23 UTC,CamPost
Good service. Direct bus from Siem Reap to Bangkok. Small breakfast and lunch were provided. The bus was confortable and the staff was nice and helped us through immigration. ,4.4,2017-03-04 13:01:06 UTC,Nattakan
"Good price, comfortable and reclining seats. It says that pick up from mayor hotels is included, but I don't know if mine is on the list. So you should send a text message or email precising if pick up is included in service, please. ",3.6,2017-03-04 13:30:50 UTC,Kampot Express
"This was not my first time on this bus and I must say that if it weren,t for some silly tourists who are easy prey of border scums we could have made it in at least one hour less but the company should be clearer on how things work at the border.",4.6,2017-03-04 15:11:55 UTC,Nattakan
very good!,5,2017-03-04 19:05:28 UTC,Phnom Penh Sorya
Not stopped at official drop off Point,4.6,2017-03-05 10:02:36 UTC,CamPost
All ok,5,2017-03-05 12:42:47 UTC,Nattakan
"Excellent mini van service. Our driver was extremely careful while making good time. Even dropped us off near our hotel which we didn't ask for which was greatly appreciated. 
I highly recommend this company especially to foreign travelers. Outstanding.",5,2017-03-05 20:25:35 UTC,Mekong Express
,4.4,2017-03-06 04:48:46 UTC,Mekong Express
,4.4,2017-03-06 04:49:35 UTC,Mekong Express
"Very good service, best bus company I've had in Cambodia. The trip to Sihanoukville had a stop at The Stop, which is an extremely clean and nice rest stop. ",5,2017-03-06 06:46:28 UTC,PSD Xpress
The adress to take the bus in Ho chi Minh is wrong ! The company had move for a other place in the city. I came very early so it was ok but it is not acceptable to give a out-of-date adress for the boarding point. Thank you for fixing it.,3.6,2017-03-06 10:07:46 UTC,delete khai nam
Very relaxed and good driver. Easy border crossing procedure.,4.2,2017-03-06 10:56:09 UTC,Phnom Penh Sorya
,4.2,2017-03-06 11:02:09 UTC,Mekong Express
"Very punctual, prompt, speedy, comfortable with air conditioning, quiet Cambodian music. ",5,2017-03-06 11:07:19 UTC,CamPost
I love the lie flat beds they give you! Upper level is more comfortable than the lower level. It's nice to be able to go to sleep and wake up at your destination. ,4.4,2017-03-06 11:23:42 UTC,Virak Buntham Old
